team,year,stadium,capacity,team_name,division,G,win_pct,gb,playoffs,attendance,bat_age,pitch_age,top_player,WAR,num_home_games,avg_att_pg
STL,2000,Busch Memorial Stadium,49676,St. Louis Cardinals,NL Central,162,0.586,0.0,1,3336493,29.7,29.3,J.Edmonds,6.3,81.0,41191.2716049
STL,2001,Busch Memorial Stadium,50354,St. Louis Cardinals,NL Central,162,0.574,0.0,1,3109578,28.8,29.3,A.Pujols,6.6,81.0,38389.8518519
STL,2002,Busch Memorial Stadium,50354,St. Louis Cardinals,NL Central,162,0.599,0.0,1,3011756,29.0,30.2,J.Edmonds,6.7,81.0,37182.1728395
STL,2003,Busch Memorial Stadium,50354,St. Louis Cardinals,NL Central,162,0.525,3.0,0,2910386,29.9,31.2,A.Pujols,8.6,81.0,35930.691358
STL,2004,Busch Memorial Stadium,50345,St. Louis Cardinals,NL Central,162,0.648,0.0,1,3048427,30.6,30.1,S.Rolen,9.1,81.0,37634.9012346
STL,2005,Busch Memorial Stadium,50345,St. Louis Cardinals,NL Central,162,0.617,0.0,1,3538988,30.8,29.7,A.Pujols,8.4,81.0,43691.2098765
STL,2006,Busch Stadium,43975,St. Louis Cardinals,NL Central,161,0.516,0.0,2,3407104,29.6,28.6,A.Pujols,8.4,80.0,42588.8
STL,2007,Busch Stadium,43975,St. Louis Cardinals,NL Central,162,0.481,7.0,0,3552180,30.2,29.6,A.Pujols,8.7,81.0,43854.0740741
STL,2008,Busch Stadium,43975,St. Louis Cardinals,NL Central,162,0.531,11.5,0,3432917,28.8,30.2,A.Pujols,9.2,81.0,42381.691358
STL,2009,Busch Stadium,43975,St. Louis Cardinals,NL Central,162,0.562,0.0,1,3343252,28.5,30.1,A.Pujols,9.7,81.0,41274.7160494
STL,2010,Busch Stadium,43975,St. Louis Cardinals,NL Central,162,0.531,5.0,0,3301218,28.8,30.2,A.Pujols,7.5,81.0,40755.7777778
STL,2011,Busch Stadium,43975,St. Louis Cardinals,NL Central,162,0.556,6.0,2,3093954,29.3,30.2,A.Pujols,5.3,81.0,38196.962963
STL,2012,Busch Stadium,43975,St. Louis Cardinals,NL Central,162,0.543,9.0,1,3262109,29.2,28.6,Y.Molina,6.9,81.0,40272.9506173
STL,2013,Busch Stadium,43975,St. Louis Cardinals,NL Central,162,0.599,0.0,1,3369769,28.7,26.9,A.Wainwright,6.8,81.0,41602.0864198
STL,2014,Busch Stadium,45399,St. Louis Cardinals,NL Central,162,0.556,0.0,1,3540649,28.6,27.2,A.Wainwright,6.3,81.0,43711.7160494
STL,2015,Busch Stadium,45399,St. Louis Cardinals,NL Central,162,0.617,0.0,1,3520889,28.4,28.2,J.Heyward,6.6,81.0,43467.7654321
STL,2016,Busch Stadium,45538,St. Louis Cardinals,NL Central,162,0.531,17.5,0,3444490,28.5,28.0,C.Martinez,5.8,81.0,42524.5679012
TBD,1998,Tropicana,45369,Tampa Bay Devil Rays,AL East,162,0.389,51.0,0,2506293,29.0,27.9,R.Arrojo,4.1,81.0,30941.8888889
TBD,1999,Tropicana,44027,Tampa Bay Devil Rays,AL East,162,0.426,29.0,0,1562827,30.1,29.6,F.McGriff,4.0,81.0,19294.1604938
TBD,2000,Tropicana,44445,Tampa Bay Devil Rays,AL East,161,0.429,18.0,0,1449673,30.1,29.3,A.Lopez,3.3,80.0,18120.9125
TBD,2001,Tropicana,44445,Tampa Bay Devil Rays,AL East,162,0.383,34.0,0,1298365,28.0,26.9,T.Sturtze,3.3,81.0,16029.1975309
TBD,2002,Tropicana,43772,Tampa Bay Devil Rays,AL East,161,0.342,48.0,0,1065742,27.0,26.9,R.Winn,4.9,81.0,13157.308642
TBD,2003,Tropicana,43772,Tampa Bay Devil Rays,AL East,162,0.389,38.0,0,1058695,26.4,26.4,A.Huff,4.0,81.0,13070.308642
TBD,2004,Tropicana,43772,Tampa Bay Devil Rays,AL East,161,0.435,30.5,0,1274911,28.1,27.5,C.Crawford,4.9,79.0,16138.1139241
TBD,2005,Tropicana,43772,Tampa Bay Devil Rays,AL East,162,0.414,28.0,0,1141669,27.5,27.4,C.Crawford,4.4,81.0,14094.6790123
TBD,2006,Tropicana,43772,Tampa Bay Devil Rays,AL East,162,0.377,36.0,0,1368950,27.3,27.0,C.Crawford,4.5,81.0,16900.617284
TBD,2007,Tropicana,38437,Tampa Bay Devil Rays,AL East,162,0.407,30.0,0,1387603,26.1,27.0,C.Pena,7.2,81.0,17130.9012346
TBR,2008,Tropicana,36048,Tampa Bay Rays,AL East,162,0.599,0.0,1,1811986,27.2,27.5,C.Pena,5.1,81.0,22370.1975309
TBR,2009,Tropicana,36973,Tampa Bay Rays,AL East,162,0.519,19.0,0,1874962,28.0,28.4,B.Zobrist,8.6,81.0,23147.6790123
TBR,2010,Tropicana,36973,Tampa Bay Rays,AL East,162,0.593,0.0,1,1864999,27.7,28.0,E.Longoria,8.1,81.0,23024.6790123
TBR,2011,Tropicana,34078,Tampa Bay Rays,AL East,162,0.562,6.0,1,1529188,28.3,27.8,B.Zobrist,8.7,81.0,18878.8641975
TBR,2012,Tropicana,34078,Tampa Bay Rays,AL East,162,0.556,5.0,0,1559681,29.7,28.1,D.Price,7.0,81.0,19255.3209877
TBR,2013,Tropicana,34078,Tampa Bay Rays,AL East,163,0.564,5.5,1,1510300,29.6,29.0,E.Longoria,6.2,81.0,18645.6790123
TBR,2014,Tropicana,31042,Tampa Bay Rays,AL East,162,0.475,19.0,0,1446464,29.3,28.4,B.Zobrist,5.1,81.0,17857.5802469
TBR,2015,Tropicana,31042,Tampa Bay Rays,AL East,162,0.494,13.0,0,1287054,28.4,26.7,K.Kiermaier,7.4,84.0,15322.0714286
TBR,2016,Tropicana,31042,Tampa Bay Rays,AL East,162,0.42,25.0,0,1286163,27.7,26.9,K.Kiermaier,5.5,81.0,15878.5555556
TEX,1990,Arlington Stadium,43508,Texas Rangers,AL West,162,0.512,20.0,0,2057911,27.6,30.3,J.Franco,6.8,81.0,25406.308642
TEX,1991,Arlington Stadium,43521,Texas Rangers,AL West,162,0.525,10.0,0,2297720,27.8,29.0,J.Franco,6.2,79.0,29085.0632911
TEX,1992,Arlington Stadium,43521,Texas Rangers,AL West,162,0.475,19.0,0,2198231,27.4,29.6,K.Brown,4.8,80.0,27477.8875
TEX,1993,Arlington Stadium,43521,Texas Rangers,AL West,162,0.531,8.0,0,2244616,27.8,30.3,R.Palmeiro,6.9,79.0,28412.8607595
TEX,1994,Globe Life Park,49292,Texas Rangers,AL West,114,0.456,0.0,0,2503198,27.5,29.0,W.Clark,3.6,62.0,40374.1612903
TEX,1995,Globe Life Park,49292,Texas Rangers,AL West,144,0.514,4.5,0,1985910,29.2,30.6,K.Rogers,5.8,72.0,27582.0833333
TEX,1996,Globe Life Park,49178,Texas Rangers,AL West,163,0.556,0.0,1,2889020,29.5,30.5,K.Hill,6.6,80.0,36112.75
TEX,1997,Globe Life Park,49166,Texas Rangers,AL West,162,0.475,13.0,0,2945228,28.4,29.7,I.Rodriguez,6.5,80.0,36815.35
TEX,1998,Globe Life Park,49166,Texas Rangers,AL West,162,0.543,0.0,1,2927399,30.0,29.9,I.Rodriguez,6.4,81.0,36140.7283951
TEX,1999,Globe Life Park,49166,Texas Rangers,AL West,162,0.586,0.0,1,2771469,30.7,30.1,I.Rodriguez,6.4,80.0,34643.3625
TEX,2000,Globe Life Park,49115,Texas Rangers,AL West,162,0.438,20.5,0,2588401,29.4,28.7,K.Rogers,5.1,80.0,32355.0125
TEX,2001,Globe Life Park,49115,Texas Rangers,AL West,162,0.451,43.0,0,2831021,29.8,28.5,A.Rodriguez,8.3,81.0,34950.8765432
TEX,2002,Globe Life Park,49115,Texas Rangers,AL West,162,0.444,31.0,0,2352397,29.0,29.7,A.Rodriguez,8.8,80.0,29404.9625
TEX,2003,Globe Life Park,49115,Texas Rangers,AL West,162,0.438,25.0,0,2094394,28.4,28.1,A.Rodriguez,8.4,81.0,25856.7160494
TEX,2004,Globe Life Park,49115,Texas Rangers,AL West,162,0.549,3.0,0,2513685,27.9,30.6,R.Drese,5.1,79.0,31818.7974684
TEX,2005,Globe Life Park,49115,Texas Rangers,AL West,162,0.488,16.0,0,2525221,28.1,30.5,M.Teixeira,7.2,80.0,31565.2625
TEX,2006,Globe Life Park,48911,Texas Rangers,AL West,162,0.494,13.0,0,2388757,28.4,28.3,G.Matthews,5.2,81.0,29490.8271605
TEX,2007,Globe Life Park,48911,Texas Rangers,AL West,162,0.463,19.0,0,2353862,29.3,27.7,I.Kinsler,4.1,79.0,29795.721519
TEX,2008,Globe Life Park,48911,Texas Rangers,AL West,162,0.488,21.0,0,1945677,27.7,28.1,J.Hamilton,5.4,80.0,24320.9625
TEX,2009,Globe Life Park,49170,Texas Rangers,AL West,162,0.537,10.0,0,2156016,27.8,27.7,I.Kinsler,6.0,78.0,27641.2307692
TEX,2010,Globe Life Park,49170,Texas Rangers,AL West,162,0.556,0.0,1,2505171,28.3,27.6,J.Hamilton,8.7,81.0,30928.037037
TEX,2011,Globe Life Park,49170,Texas Rangers,AL West,162,0.593,0.0,1,2946949,29.2,28.8,I.Kinsler,7.1,81.0,36382.0864198
TEX,2012,Globe Life Park,48194,Texas Rangers,AL West,162,0.574,1.0,1,3460280,29.7,28.8,A.Beltre,7.2,81.0,42719.5061728
TEX,2013,Globe Life Park,48114,Texas Rangers,AL West,163,0.558,5.5,0,3178273,29.5,27.9,A.Beltre,5.6,82.0,38759.4268293
TEX,2014,Globe Life Park,48114,Texas Rangers,AL West,162,0.414,31.0,0,2718733,28.4,27.9,A.Beltre,6.8,81.0,33564.6049383
TEX,2015,Globe Life Park,48114,Texas Rangers,AL West,162,0.543,0.0,1,2491875,28.6,28.1,A.Beltre,5.8,81.0,30763.8888889
TEX,2016,Globe Life Park,48114,Texas Rangers,AL West,162,0.586,0.0,1,2710402,28.4,28.8,A.Beltre,6.5,81.0,33461.7530864
TOR,1990,Rogers Centre,50516,Toronto Blue Jays,AL East,162,0.531,2.0,0,3885284,27.0,29.0,D.Stieb,5.9,81.0,47966.4691358
TOR,1991,Rogers Centre,50516,Toronto Blue Jays,AL East,162,0.562,0.0,1,4001527,27.6,28.2,D.White,6.3,81.0,49401.5679012
TOR,1992,Rogers Centre,50516,Toronto Blue Jays,AL East,162,0.593,0.0,2,4028318,29.3,30.0,R.Alomar,6.6,81.0,49732.3209877
TOR,1993,Rogers Centre,50516,Toronto Blue Jays,AL East,162,0.586,0.0,2,4057947,29.2,29.5,J.Olerud,7.7,81.0,50098.1111111
TOR,1994,Rogers Centre,50516,Toronto Blue Jays,AL East,115,0.478,16.0,0,2907933,29.3,29.0,P.Hentgen,5.4,59.0,49287.0
TOR,1995,Rogers Centre,50516,Toronto Blue Jays,AL East,144,0.389,30.0,0,2826483,28.9,28.7,A.Leiter,5.7,72.0,39256.7083333
TOR,1996,Rogers Centre,50516,Toronto Blue Jays,AL East,162,0.457,18.0,0,2559573,28.6,28.3,P.Hentgen,8.6,81.0,31599.6666667
TOR,1997,Rogers Centre,50516,Toronto Blue Jays,AL East,162,0.469,22.0,0,2589297,29.5,28.8,R.Clemens,12.2,81.0,31966.6296296
TOR,1998,Rogers Centre,50516,Toronto Blue Jays,AL East,163,0.543,26.0,0,2454303,29.0,30.3,R.Clemens,8.1,81.0,30300.037037
TOR,1999,Rogers Centre,45100,Toronto Blue Jays,AL East,162,0.519,14.0,0,2163464,28.3,27.9,S.Green,6.4,81.0,26709.4320988
TOR,2000,Rogers Centre,45100,Toronto Blue Jays,AL East,162,0.512,4.5,0,1705712,28.2,28.9,C.Delgado,7.3,81.0,21058.1728395
TOR,2001,Rogers Centre,45100,Toronto Blue Jays,AL East,162,0.494,16.0,0,1915438,28.3,28.5,C.Delgado,4.5,81.0,23647.382716
TOR,2002,Rogers Centre,45100,Toronto Blue Jays,AL East,162,0.481,25.5,0,1637900,27.2,27.4,R.Halladay,7.2,81.0,20220.9876543
TOR,2003,Rogers Centre,50516,Toronto Blue Jays,AL East,162,0.531,15.0,0,1799458,28.4,29.0,R.Halladay,8.1,81.0,22215.5308642
TOR,2004,Rogers Centre,50516,Toronto Blue Jays,AL East,161,0.416,33.5,0,1900041,28.0,28.6,O.Hudson,5.2,81.0,23457.2962963
TOR,2005,Rogers Centre,50598,Toronto Blue Jays,AL East,162,0.494,15.0,0,2014995,28.0,28.2,R.Halladay,5.5,81.0,24876.4814815
TOR,2006,Rogers Centre,50598,Toronto Blue Jays,AL East,162,0.537,10.0,0,2302212,28.6,28.1,V.Wells,6.2,81.0,28422.3703704
TOR,2007,Rogers Centre,48900,Toronto Blue Jays,AL East,162,0.512,13.0,0,2360644,30.3,27.3,A.Rios,5.6,81.0,29143.7530864
TOR,2008,Rogers Centre,49539,Toronto Blue Jays,AL East,162,0.531,11.0,0,2399786,30.9,28.6,R.Halladay,6.2,81.0,29626.9876543
TOR,2009,Rogers Centre,49539,Toronto Blue Jays,AL East,162,0.463,28.0,0,1876129,29.9,28.4,R.Halladay,6.9,81.0,23162.0864198
TOR,2010,Rogers Centre,49539,Toronto Blue Jays,AL East,162,0.525,11.0,0,1495482,29.3,28.0,J.Bautista,6.9,78.0,19172.8461538
TOR,2011,Rogers Centre,49260,Toronto Blue Jays,AL East,162,0.5,16.0,0,1818103,28.4,27.6,J.Bautista,8.1,81.0,22445.7160494
TOR,2012,Rogers Centre,49260,Toronto Blue Jays,AL East,162,0.451,22.0,0,2099663,27.9,27.8,E.Encarnacion,5.0,81.0,25921.7654321
TOR,2013,Rogers Centre,49282,Toronto Blue Jays,AL East,162,0.457,23.0,0,2536562,29.1,30.9,C.Rasmus,4.8,81.0,31315.5802469
TOR,2014,Rogers Centre,49282,Toronto Blue Jays,AL East,162,0.512,13.0,0,2375525,29.2,29.6,J.Bautista,6.2,81.0,29327.4691358
TOR,2015,Rogers Centre,49282,Toronto Blue Jays,AL East,162,0.574,0.0,1,2794891,29.5,29.2,J.Donaldson,8.5,81.0,34504.8271605
TOR,2016,Rogers Centre,49282,Toronto Blue Jays,AL East,162,0.549,4.0,1,3392099,30.1,29.8,J.Donaldson,7.5,81.0,41877.7654321
WSN,2005,RFK Memorial Stadium,45596,Washington Nationals,NL East,162,0.5,9.0,0,2731993,29.3,28.9,J.Patterson,4.5,81.0,33728.308642
WSN,2006,RFK Memorial Stadium,45596,Washington Nationals,NL East,162,0.438,26.0,0,2153056,28.5,28.9,A.Soriano,6.1,81.0,26580.9382716
WSN,2007,RFK Memorial Stadium,45596,Washington Nationals,NL East,162,0.451,16.0,0,1943812,27.9,27.5,R.Zimmerman,4.6,81.0,23997.6790123
WSN,2008,Nationals Park,41888,Washington Nationals,NL East,161,0.366,32.5,0,2320400,27.7,27.3,C.Guzman,4.6,80.0,29005.0
WSN,2009,Nationals Park,41888,Washington Nationals,NL East,162,0.364,34.0,0,1817226,28.4,27.4,R.Zimmerman,7.3,80.0,22715.325
WSN,2010,Nationals Park,41546,Washington Nationals,NL East,162,0.426,28.0,0,1828066,29.1,28.0,R.Zimmerman,6.2,81.0,22568.7160494
WSN,2011,Nationals Park,41546,Washington Nationals,NL East,161,0.497,21.5,0,1940478,28.4,27.6,T.Clippard,3.4,78.0,24877.9230769
WSN,2012,Nationals Park,41487,Washington Nationals,NL East,162,0.605,0.0,1,2370794,27.2,27.0,J.Zimmermann,5.4,79.0,30010.0506329
WSN,2013,Nationals Park,41418,Washington Nationals,NL East,162,0.531,10.0,0,2652422,27.7,27.7,J.Werth,4.7,81.0,32745.9506173
WSN,2014,Nationals Park,41418,Washington Nationals,NL East,162,0.593,0.0,1,2579389,28.8,28.3,A.Rendon,6.5,81.0,31844.308642
WSN,2015,Nationals Park,41418,Washington Nationals,NL East,162,0.512,7.0,0,2619843,28.4,28.6,B.Harper,10.1,81.0,32343.7407407
WSN,2016,Nationals Park,41313,Washington Nationals,NL East,162,0.586,0.0,1,2481938,28.8,29.1,M.Scherzer,6.1,81.0,30641.2098765
